Manx,English,Page,Notes
"Tra t’ow soilshagh magh nagh vel oo goal ort dy heet gys Board y Chiarn, treshteil ayns yn ynrycus ayd hene, agh ayns Myghynyn wooar Yee, abber shoh lesh trimshey Cree as dt’injillid wooar nee liasagh son ymmodee dy annoonidyn.","When you declare that you do not presume to come to the Lord’s-Table, trusting in your own Righteousness, but in God’s great Mercy ; say this with much seriousness, and your deep Humility will make amends for many Imperfections.",165,
"Tra ta shirveishagh Yee brishey’n Arran as deartey magh y Feeyn as dyn mannaghey ad, lig daue uss y choyrt ayns cooinaghtyn jeh Corp Chreest, v’er ny vrishey as jeh e ooill v[’]er ny gheartey er y Chrosh son y Kionnaght reesht ain ; as guee dy vod ad ve nyn sasyn dy hayrn gys dt’annym ooilley vondeishyn y Vaase ooasle echyssyn.","When God’s Minister breaketh the Bread, and poureth out the Wine and Blesseth them, let them put you in Remembrance of Christ’s Body broken, and his Blood shed upon the Cross for our Redemption ; and pray that they may be a Means of conveying unto your Soul all the Benefits of his precious Death.",165,
"As tra t’ow goal yn Arran as y Feeyn, jeagh dy der oo tastey da ny t’er ny ghra rhyt, as abber Amen huggey. As guee er Jee pooar y chur dhyt dy hreggeil y Drogh spyrryd as ooilley e obbraghyn, dy chredjal kinjagh Goo casherick Yee, as dy biallagh dy reall e Annaghyn ; shen yiall oo ec dy vashtey dy gooilleenagh oo. Tra ta ooilley er ghoal y Chreesteeaght as oo er hebbal dt’annym as dty [22] Callin gys Jee, myr dt’oural Resoonagh, eisht cooinee dy vel oo kionnit lesh Leagh fooill Chreest as nar lig eh Jee dy dreigagh oo yn chirveish echyssyn ta cha deyr er dty chionnagh.","And when you Receive the Bread and Wine, be sure to mind what is said to you, and say Amen to it. And pray God to enable you to Renounce the Devil and all his works, constantly to believe God’s Holy Word, and obediently to keep his Commandments ; which, at your Baptism, you vow’d to do. When all have Received, and you have offered your Soul and Body to God, as your reasonable Sacrifice, then Remember that you are bought with the Price of Christ’s blood, and God forbid that you should forsake the Service of Him who hath so dearly purchased you.",165,
"20  As nish foddee oo chyndaa thie lesh Bannaght Yee as gerjagh y raa firrinagh shoh, Eshyn nagh ren e Vac hene y haghney, agh livrey seose e, er nyn son ooilley ; cre’n aght nagh der e dooin dy harryltagh dy chooilley nee elley marish ? Rom. 8. 32.","And now you may return home with God’s Blessing, and this comfortable Truth, That He who spared not his own Son, but gave Him up for us all ; how will he not with Him also freely give us all things ? Rom. 8. 32.",166,
"As cooinee my ta dooinney dy firrinagh soiagh e Chree dy hirrey’n Chiarn, as janoo ny oddys e dy yanoo booiagh jeh, leih-ee Jee ymmodee dy ailleilyn, 2 Chron. 30. 18.","And Remember that if a Man doth truly set his Heart to seek the Lord, and doth what he can to please Him, God will Pardon a great many Imperfections besides, 2 Chron. 30. 18.",166,
" BOOISE"," A THANKSGIVING",166,
"Dy v[’]er ny choyrt lurg y Chreestiaght, as ec earishyn elley.","To be said after the Sacrament, and at other times.",166,
"O Hiarn as Ayr Flaunyssagh, cha vel mish feeu jeh yn vyghyn sloo t’ow er yeaghyn da dty harvaant, son ta my hreshteil ooilley ort ; Shen-y-fa ta mee dy feer injil cur booise dhyt son ooilley dty vannaghtyn son dty chiarrail kinjagh harrym, son dty hurrance foddey, dty smaghtaghey Ayroil, dty livreyaghyn myghynagh : Agh er skyn ooilley, son Baase Chreest liorish ta leid ny vondeishyn ain. O Hiarn freill ayns m’annym [23] ennaghtyn bio as cooinaghtyn vie jeh ooilley dty vannaghtyn, dy vodym smooinaght er dty viys, dy vod ym blashtyn er dty chenjallys, as dy vodym tannaghtyn ayns dt’oar as fo coadey dy spyrryd mie gys jerrey my vea. Amen.","O Lord and Heavenly Father, I am not worthy of the least of all the Mercies which thou hast shewed thy Servant, for I wholly depend upon thee ; therefore I do most humbly thank thee for all thy Favours, thy continual care over me, thy Patience towards me, thy Fatherly Corrections, thy Merciful Deliverances : But above all, for the unspeakable Benefits of the Death of Christ. O Lord preserve in my Soul a lively Sense and Remembrance of all thy Blessings, that I may think of thy Goodness, that I may still taste of thy Kindness, and that I may continue in thy Favour, and under the Direction of thy Good Spirit, unto my lives end. Amen.",166,
"Coyrle ashagh as Yare dauesyn t’er ny ve fo Laue Aspick, as dauesyn t’er ny ghoal nyn Greestiaght.","Plain and short Instructions for such as have been Confirm’d, and for such as  have been at the Lord’s Supper.",167,
"FAkin dy vel oo er chiangley oo hene gys  Jee as gys e hirveish, t’ow nish fo reill y spyrryd Casherick, nee oo y ynsagh ayns y raad cair, nee e yn Tushtey ayd y hoilshaghey, cooinee e liat, tra t’ow feme cooney, dooishtee e oo, tra aasys oo niauchiarralagh, smaghtee e oo tra yarroodys oo dty churrym, as cha dreig e oo dy bragh derrey hig oo gys Niau, mannagh nee yn foill ayd hene eh.","HAving given up your self to God and his Service, you are now under the Government of his Holy Spirit, which will Direct you in the Way you should go, enlighten your Understanding, assist you when you want Help, awaken you when you grow Careless, correct you when you forget your Duty, and will never forsake you until you come to Heaven, if it is not your own Fault.",167,
"Agh my ver oo ec tra erbee ny lurg shoh jummoose er y spyrryd mie shoh, liorish gol er dty hoshiaght dy daney, noi dty chooinsheanse as cheet dy ve fo reill peccah, eisht faagee eshyn oo, as gowee drogh-spyrryd yn Reill harryd, as leeidee e oo veih yn pheccah gys peccah elley, derrey hayrnys e oo gys coal Annym as Callin.","But, if you shall at any time hereafter grieve this good Spirit by going wilfully against vour Conscience, and becoming the Servant of Sin, then will he leave you, and an Evil Spirit will take the Government of you, and will lead you from one Wickedness to another, until he bring you to Destruction both of Body and Soul.",167,
[24] Dy vod oo yn gaue shoh y haghney shegin da ve yn chiarrail wooar ayd.,"That you may escape this Danger, it must be your great care,",167,
"1. Hoshiaght, Dy veaghey ayns aggle Yee, nagh der oo dt’aigney gys drogh yanoo erbee er fys dhyt.","1. First. To live in the Fear of God, that you may not consent to known Iniquity.",167,
"Shoh va aght Ghavid, Ta mee er soiagh Jee kinjagh kiongoyrt rhym, shen-y-fa cha duit ym. Ta shen v[’]e echey reau ayns e aigney dy row Jee kinjagh kiongoyrt rish, dy vac e ooilley e obbraghyn, dy geayll e ooilley e ghoan as dy row fys echey er ooilley smooinaghtyn e Chree.","This was David’s rule, Psalm 19. 9. I have set God always before me, therefore I shall not fall. That is, he ever had it in his Mind that God was still Present with him, Saw all his actions, Heard all his Words, and Knew the very Thoughts of his Heart.",167,
"Nish shoh shegin dhyts y yanoo, as dy mennick smooinee shoh rhyt hene, nagh vel shoh noi Leiaghyn Yee ? nagh jean shoh jymmoosagh jehsyn ta fakin ooilley ny ta mee dy yanoo, as ei-ys orrym gys Coontey, my nee’m as y raad ? nagh jean shoh aggair da my Naboo ? Vel shoh Bea ta cooie son Creestee dy leeideil ? Vel y Cheshaght shoh feeu son Creestee dy reall ? &c. As shoh’n aght dy veaghey ayns aggle Yee","Now this is what you must do, and often think thus with your self ; Is not this Action against the Laws of God ? Will not this displease Him who seeth all I do, and who will call me to an Account, if I do amiss ? Will not this injure my Neighbour ? Is this a Life fit for a Christian to lead ? Is this Company fit for a good Christian to Keep ? &c. And this is to live in the Fear of God.",168,
"2. Ayns yn nah ynnyd. Agh son ooilley’n chiarrail shoh, my huittys oo ayns peccah, dt’obber eisht chelleeragh dy ghoal arrys er y hon.","2. Secondly, But if notwithstanding this care you fall into Sin, your next concern must be to repent of it immediately.",168,
"As ny lig shaghey dt’arrys ayns treshteil dy vel tra dy liooar ayd dy aagail dty pheccaghyn as dy yanoo dy Hee rish Jee, son shoh t’er ny ve yn tort-mow ocsyn ooilley t’er gheddyn baase ayns nyn beccaghyn.","And do not put off your Repentance in hopes that you have time enough to leave your Sins, and to make your Peace with God ; for this has been the Ruin of most of such as have perished in their Sins.",168,
"Agh lig fys ve ayd, er son firrinys dy nee eer Foar Yee eh, dy vel dooinney erbee bio, goal arrys as treggeil e pheccaghyn, nagh vod oo arrys y ghoal agh tra sallishyn, as myr sodjey nee oo [25] tannaghtyn ayns peccah, shen myr sdaney as sniau-chiarralee vees oo, as scroie nee oo gaas, as shen myr sloo hoilys oo Foar Yee. Shoh er-y-fa shen va cliaghtey Ghavid. Ren mee sire as cha lig mee shaghey dy reall dt’annaghyn.","But know for a Truth that it is the Mere Favour of God that any Man living repents and forsakes his Sins, that you can only do so when he pleaseth, and the longer you continue in Sin, the more Desperate, the more Careless, and the more Hardened you’ll grow, and more unfit for God’s Favour. This therefore was David’s Practice, I made hast, and delayed not to keep thy Commandments, Psal. 119. 60.",168,
"3. Ayns y trass ynnyd bee kiarralagh ec dy chooilley earish dy ghoal rish dy nee er Jee t’ow treshteil, liorish guee huggey, son ny t’ow ny eme, as booise y chur da son ny t’ow dy gheddyn.","3. Thirdly, Be careful at all times to own your Dependance upon God, by Praying to Him for what you want, and giving Him thanks for what you receive.",168,
"As ny smooinee dy jean laccal ynsagh dty leshtal son gyn shoh y yanoo. Cha vel dooinney erbee oddys y Chree y hroggal seose gys Jee, nagh vod guee er y peccah shoh y leih da. Ny te dty ghoal ayns laue y vannaghey. Dy vannaghey e Chloan as e Laboraght ; Dy livrey e veih leid yn olk ny leid y violagh shen. As foddee dy chooilley ghooinney ta fys echey er dy vel e er gheddyn Myghyn erbee, goal rish dy nee veih miys Yee te, as booise y chur da chammah as oddys eh. As Jee hoiggys smooinaghtyn e Chlenney, ghoys accan jeh’n annoonid oc, nee soiagh jeh nyn shirveish as ver daue ny ta’d guee er y hon.","And do not think that want of Learning will excuse you from doing this. There is no Man who can lift up his Heart to God, but can Pray Him to forgive This Sin ; To Bless This Undertaking ; To Bless his Children and his Labours ; To deliver him from such an Evil or Temptation. And every Man who knoweth when he receiveth a Mercy, can own it is God’s Goodness to him, and thank Him as well as he can ; and God, who well understands His Children’s meaning, will pity their Infirmities, accept of their Service, and answer their Prayers.",168,
"4. Er jerrey ooilley. Tra ta spyrryd Yee cur smooinaghtyn as yearreeyn mie ayns dt’aigney, ny streeu dy chur shaghey ad, agh jean mooar jeu, as cooinee dy chooilley oyr t’er ny chur dhyt dy hoiggal ny dy yanoo dty churrym, Coyrle deneymooinjer, oghsyn Noidjin, seaghyn y Vea shoh, as Treshteil as Aggle y Vea ta ry heet, dy vel ad ooilley kiarit liorish Ard-chreenaght Yee dy chur toshiaght er dty Haualtys, as dy reall oo ayns raadjin y Chasherickys t’ow nish er reih.","4. Lastly. When the Spirit of God puts into your Mind good thoughts and desires, do not strive to divert, but cherish them ; and remember, that all opportunities of knowing or doing your Duty, The Advice of Friends, The Reproofs of Enemies, The Afflictions of this Life, and the Hopes and Fears of the next, are all designed by the Providence of God, to help forward your Salvation, and to keep you in the ways of Holiness, which you have chosen.",169,
"[26] Cooinee er-y-fa shen er Goan Ostyl Yeesey Creest, Veagh eh ny bare div, gyn fys ve ev er raad ny hynrycys, ny ny lurg shen dy hyndaa veih’n Anney casherick v’er ny livrey diu.","Be mindful therefore of the Words of the Apostle of Jesus Christ. It had been better for you not to have known the way of Righteousness than afterwards to turn from the Holy Commandment delivered unto you, 2 Pet. 2. 21.",169,
___________________________ __________________________  Padjer son Grayse Flaunyssagh.,A Prayer for Divine Grace.,169,
"SPyrryd casherick y Ghrayse, liorts ta mish er ny ve eit gys y stayd shoh dy Haualtys, bee uss Leeideilagh my vea, as leeid mee ayns y raad ayn lishin gimmeeaght, dy vodym kinjagh my ghrogh aigney hene y smaghtagh as gagh laa bishagh ayns Foas as Craueeaght. Dy jean ennaghtyn m’annoonidyn as my  skirraghtyn veih Jee, cur orrym ve tastagh as kiarralagh dy hea veih dy chooilley violagh gys peccah, Dy yeaghyn seose hoods son cooney, dy yanoo ymmyd mie jeh dy chooilley sayse dy Ghrayse nee yn viys ayds y fordrail dou, dy vodym ve er my yanoo magh lesh grayse, as dy bragh tannaghtyn ayns earoo dty Harvaantyn firrinagh gys jerrey my heihll. Amen.","BLessed Spirit of Grace, by which I have been called to this state of Salvation ; be thou the Guide of my Life, and lead me in the way that I should go, that I may continually mortifie my corrupt Affections, and daily increase in Vertue and Godliness. May the Sense of my Infirmities and Backslidings make me serious and careful to avoid all Temptations to Sin, to look up to thee for Help, to use all the means of Grace which thy goodness shall afford me, that I may receive the fulness of thy Grace, and ever remain in the Number of thy Faithful Servants, unto my lives end.",169,
Coyrle ashagh as yare son leid as ta ching ny fo seaghyn erbee elley.,"Plain and short Directions for such as are Sick, or under any other Affliction.",170,
"TRA t’ow fo Chingys, ny seaghyn erbee elley lishagh oo chelleeragh goal ayd hene, shoh Laue Yee ; son cha vod nee erbee taghert dooin, fegooish y ched echyssyn.","WHEN you are visited with Sickness, or  any other Affliction, you should presently conclude, This is the Hand of God : For nothing can befall us without his special leave. Mat. 10. 30.",170,
"Eisht smooinee ayd hene, Cha vod Jee ve booiagh jeh seaghyn e Chreturyn boughtey, shen-y-fa t’an trimshey shoh er heet orryms son y chooid share.","Then think with your self, God cannot be pleased with the Miseries of his poor Creatures, therefore this Affliction must be designed for my good.",170,
