"O HIARN Yee vannit, ta shin cur dhyts nyn mooise as moylley creeoil, son y caa bannee t’ou er choyrt dooin yn laa jiu dy hirveish oo ayns dty cheeill casherick: dy myghinagh croym sheese dty chleayshyn gys ny Padjeryn as yn cur booise t’er ve chebbit seose hood. Giall dy vod mayd geill vie y chur da cre erbee ta er ve ynsit dooin ass dty Ghoo casherick, as dy vod mayd streeu dy chooinaght er, as dy leeideil nyn mea cordail rish; myr shen dy vod shin dagh traa gaase ny share as ny share liorish tendeil er dty hirveish ayns shoh, as cheet dy ve lheid as nee uss soiagh [71] yannoo jeu as leagh y chur daue er yn laa mooar, er graih Yeesey nyn Jiarn. Amen.","O blessed Lord God, we return Thee our hearty thanks and praise, for the blessed, opportunity Thou hast this day given us of attending Thee in Thy holy Church: Mercifully incline Thine ears to the prayers and praises which have [126] been offered up unto Thee. Grant that we may give diligent heed to whatsoever has been taught us out of thy Holy word, and may strive to remember it, and live according to it; that so we may every time grow better and better by attending on Thy service here, and may become such as Thou wilt accept and reward at the great Day, for the sake of the Lord Jesus. Amen.",
"Gow tastey dy vod shoh as yn phajer [sic: phadjer] moghrey son laa’n Chiarn, ve myrgeddin goït er lheh, er moghrey as fastyr laa’n Chiarn, agh abbyr, mee ayns ynnyd nyn [sic: mee ayns ynnyd shin, my ayns ynnyd nyn], as mish ayns ynnyd shinyn.","Note. This and the Morning Prayer for the Lord’s Day, may be likewise used in private, on the Morning and Evening of the Lord’s Day, only saying, I instead of we, my instead of our, and me instead of us.",
Padjer roish t’ou goaill jurnah.,A Prayer before you go a Journey.,
"O Yee, oo yn raad, yn irriney as yn vea, ren leeideil as coadey cloan Israel dty phobble ayns yn aasagh; jean mish y leeideil er yn jurnah shoh, ta mee guee ort, dty harvaant neu-feeu, freill mee veih maarlee as roosteyryn, veih baase doaltattym, as dy chooilley ghangere jeh annym as callin. Cur da dty ainlyn casherick currym harrym, dy reayll mee ayns ooilley my raaidyn: cur lhiat mee thie reesht ayns Sauechys, as ec y jerrey cur lhiat mee gys fea dy bragh farraghtyn: as shoh ta mee guee er graih Yeesey Creest. Amen.","O God, who art the Way, the Truth, and the Life, who didst guide and protect the children of Israel thy people in the wilderness: Guide me, I pray thee, thy unworthy servant; preserve me from thieves and robbers, from sudden death, and all dangers both of body and soul. Give thy holy angels charge over me, to [127] keep me in all my ways; conduct me home again in safety, and at last bring me to everlasting rest: and this I beg for Christ Jesus’s sake. Amen.",
"Hiarn, bannee as saue mee ayns my gholl magh as my cheet stiagh, veih’n traa shoh magh er son dy bragh. Amen.","Lord, bless and preserve me in my going out, and my coming in, from this time forth for evermore. Amen.",
Er yn cheet-thie sauchey ayd veih jurnah.,Upon your safe Return from a Journey.[1],
"DY chooilley Ghloyr dy row hood, O Yee, ta er hauail as er reayll mee veih gaughyn yn jurnah; veih craueyn brisht ny oltyn broojit, as dy chooilley lhag-haghyrt: O lheen my chree lesh ennaghtyn booisal jeh dty vieys, as cooin lhiam myr shen dy gholl trooid ooilley cooishyn my vea, dy vod my Annym shee y gheddyn, as dty Ennym yn moylley, Yeesey Creest [sic: trooid Yeesey Creest]. Amen.","All glory be to Thee, O God, who hast preserved and kept me from the perils of the way; from broken bones or bruised limbs, and every evil accident: O fill my heart with a grateful sense of thy goodness, and enable me so to pass through all the affairs of my life, that my soul may have peace, and thy name the praise, through Jesus Christ. Amen.",
,,
,,
PADJERYN AS SMOOINAGHTYN CRAUEE SON Y SACRAMENT CASHERICK.,Prayers and Meditations for the Holy Sacrament.,
"Padjer dy ve goit dy chooilley laa, yn chiaghtin roish my vel oo ghoaill yn chreestiaght casherick.","A Prayer to be used every Day, the Week before you intend to receive the Holy Sacrament.",
"O YEE ooilley niartal, as ayr vyghinagh, ta er chur dty ynrycan Mac Yeesey Chreest dy gheddyn baase er nyn son, [72] ren pointeil cuirraghyn casherick son cooinaghtyn kinjagh jeh e vaase as e hurranse, ta mee goaill rish dty vyghin as dty vieys hym, ta er chuirrey mee (liorish dty hagggyrt [sic: haggyrt]) gys dty Voard flaunyssagh, as er ghriennagh my Chree dy heet huggey, ayns biallys gys dty harey.","O Almighty God and merciful Father, who hast given thine only Son Jesus [128] Christ to die for us, who did ordain an holy feast for a continual remembrance of His death and sufferings; I acknowledge thy mercy and goodness towards me, who hast given me (by thy Minister) an invitation to thine heavenly table, and hast inclined my heart to come thither in obedience to thy command.",
"Ta mee goaill rish, O Hiarn, dy vel mee neu-feeu, trooid my ymmodee-filley peccaghyn, ooilley cooidjagh neu-feeu dy heet kiongoyrt rhyt; agh fakin dy vel oo er chiarail yn gien Spyrrydoil shoh cour Peccee boght treih, as er eam er nyn lheid ooilley dy heet hood, dy jean oo ad y oorydagh as cur aish daue. Cur-my-ner ta mish cheet! ga neu-feeu dy chooilleeney dty aigney, O Yee; jean pardooney as soiagh jee’m er graih dty vyghin: As cooin-lhiam, ’sy traa,[2] dy yannoo mee hene cooie as aarloo ayns yn aght share t’ayns my phooar, dy ghoaill ny folliaghtyn casherick shoh. Giall dy voddym cheet lesh yn arrys smoo creeoil, son ooilley m’oiljyn ta shaghey; as lesh ny chiaraillyn smoo dy chyndaa as dy lhiasaghey my vea: O lhig dou cur seose mee hene gys Saualtagh er ny chrossey as er ny lhottey, lesh cree brisht as arryssagh, as lhig dou dy bragh ny lurg leeideil my vea gys yn Ycesey [sic: Yeesey] bannee hooar baase er my hon: ","I acknowledge, O Lord, that I am unworthy, through my manifold sins, utterly unworthy to appear before Thee; but since Thou hast prepared this spiritual feast for poor miserable sinners, and hast called all such to come unto thee, and thou wilt refresh them, lo I come! though unworthy, to do thy will, O God; pardon and accept me for thy mercy’s sake! And help me in the mean time, to fit and prepare myself in the best manner I am able for receiving these holy mysteries. Grant that I may come with the most unfeigned repentance for all my past miscarriages, and with the most serious purposes of amendment and newness of life; O let me receive a broken and a bleeding Saviour with a broken and a contrite heart, and let me ever after live un[129]to the blessed Jesus, who died for me:",
"er yn ghraih echeysyn ta mee veih my chree leih da ooilley ta er n’yannoo skelley dou, as guee dy jinnagh oo myr shen cur aigney, dou, as cooney lhiam dy leeideil my vea ayns shee as graih rish ooilley my vraaraghyn, [3][as dy ve dooie as giastyllagh da ny boghtyn cordail rish reayr my phooar.] Cur dou cree dy firrinagh booisal son graih er skynnh [sic: erskyn insh] my haualtagh ayns geddyn baase er nyn son, as ny ymmodee bannaghtyn, t’eh liorish deayrtey e uill ooasle er chosney dooin. Trooid toilchinys yn surranse echey, O leih dou, ec dty vooard casherick, ooilley ny ren mee rieau dy agairagh [sic: aggairagh], as giall dou cooney dty Spyrryd casherick dy niartagh lhiam dy leeideil my vea dy sheelt, ny scairal as ny scrauee son y traa ta ry-heet; myr shen dy voddym jeeaghyn lesh gerjagh yn laa maynrey shen, tra vees yn sleih cairal er ny scughey veih sheshaght ny Nooghyn ayns shoh, dy ghoaill gien marish yn Chiarn Yeesey, mast’n [sic: mast’ yn] sheshaght bannee dy nooghyn as ainlyn ayns yn reeriaght dy bragh beayn as flaunyssagh echey. O dy voddym jannoo eh yn ard-chiarail aym dy gheddyn yn boggey as yn maynrys shoh trooid toilchinys nyn Jiarn as Saualtagh Yeesey Creest, ta nish ny hoie ayns shen ec laue yesh [73] Yee, huggey dy row gloyr as reill son dy bragh as dy bragh. Amen.","for His sake I heartily forgive all who have offended me, and beg thou wouldst dispose and enable me to live in peace and love with all my brethren [4][and to be kind and charitable to the poor according to my abilities] Give me an heart truly thankful for the exceeding great love of my Saviour in dying for us, and the innumerable benefits which by His precious blood-shedding He hath obtained for us. Through the merits of his sufferings, forgive me at thine holy Table all that I have ever done amiss, and grant me the assistance of thy Holy Spirit to enable me to live more soberly, righteously, and godly for the time to come; that so I may look with comfort towards that happy day, when the righteous shall be removed from the communion of Saints here, to feast with the Lord Jesus, amidst the blissful company of Saints and Angels, in his eternal and heavenly Kingdom. O that I may make it my chief care to obtain this joy and blessedness, through the merits of our Lord [130] and Saviour Jesus Christ, who now sitteth there, at the right hand of God, to whom be Glory and Dominion, for ever and ever. Amen.",
,,
"Ec yn goll ayd seose hoshiaght gys y voard, abbyr,","At first going up to the Table, say,",
"O Hiarn, ta mee dy firrinagh kiarait [i.e. kiarit], trooid dty ghrayse dy hreigeil my pheccaghyn, dy leeideil bea noa, ad [sic: as] dy immeeaght veih shoh magh ayns dty raaidyn casherick; as ayns yn smooinaghtyn creeoil shoh ta mee tayrn er gerrey dy ghoaill yn sacrament casherick shoh, cha nee treishteil ayns yn chairys aym pene agh ayns dty vyghin, trooid nyn Jiarn as saualtagh Yeesey Creest. Amen.","O Lord, I stedfastly purpose, through thy grace, to forsake my sins, to lead a new life, and to walk from henceforth in thine holy way; and in this resolution I draw near to take this holy Sacrament, not trusting in mine own righteousness, but in thy mercy, through our Lord and Saviour Jesus Christ. Amen.",
"Ec coyrt dty Yeirk, abbyr,","At giving Alms, say,",
"Jean soiagh, O Hiarn, jeh’n red beg shoh, ta mee dy arryltagh chebbal gys cooney da ny boghtyn, as myr courey jeh my ghraih as giastyllys creeoil gys dy chooilley ghooinney. Amen.","Accept, O Lord, of this little which I freely offer towards the relief of the Poor, and as a testimony of my sincere love and charity towards all men. Amen.",
"Ec tra yn chaglym, lhig da lheid yn sleih boght nagh vod cur giastyllys, gra shoh,","At the time of giving Alms, let such poor people as cannot give, say this,",
"O Hiarn, deayrt neose dty vannaghtyn er dty haggyrt, as er ooilley my chaarjyn as orroosyn ta jannoo mie dou: leih da ooilley my noidyn as cur orrym leeideil my vea ayns shee rish my naboonyn. Amen.","O Lord, pour down thy blessing upon thy Minister, and upon all my Friends and benefactors: forgive all mine Enemies, and dispose me to live in peace with all my neighbours. Amen.",
,[131],
"Tra ta’n Saggyrt chebbal dhyt yn Arran casherick cur geill crauee da ny goan echey, as gow hood hene ad liorish gra Amen veih dty chree.","When the Minister offers to you the holy Bread, devoutly attend to his words, and apply them to yourself by an hearty Amen.",
"Lurg goaill yn arran, abbyr,","After receiving, say,",
"Hiarn, niartee as oorydee my annym lesh dty ghrayse flaunyssagh, dy voddym tannaghtyn lhiat son dy bragh, as bishagh gaghlaa ny smoo as ny smoo, derrey hig-ym gys dty reeriaght dy bragh farraghtyn. Amen.","Lord, strengthen and refresh my soul with thy heavenly grace, that I may continue thine for ever, and daily increase ever more and more, until I come unto thine everlasting Kingdom. Amen.",
"Tra ta’n Saggyrt chebbal dhyt yn cappan casherick cur geill arrymagh da ny goan echey, as gow hood hene ad liorish gra Amen veih dty chree.","When the Minister offers to you the holy Cup, devoutly attend to his words, and apply them to yourself by an hearty Amen.",
"Lurg goaill yn cappan, abbyr,","After receiving the Cup, say,",
"O Yee ghraysoil, giall dy voddym, trooid baase as surranse dty vac graihagh, geddyn pardoon son ooilley my Pheccaghyn. Amen, Amen.","O Gracious God, grant that through the death and sufferings of thy dear Son, I may obtain the pardon of all my sins. Amen, Amen.",
[74],,
"Lurg yn bannaght, abbyr,","After the Blessing, say,",
"Giall, O Hiarn, dooin ooilley t’ayns shoh kionfenish, dy vod ny Peccaghyn ain ve er ny phardooney, as dy vod mayd geddyn gerjaghyn dty Spyrryd casherick, dy niartagh nyn gredjue, as dy chooney lhein dy hassoo magh noï peccah as miolagh; as dy vod mayd kiarail cooie y ghoaill dy immeeaght kiongoyrt rhyt ayns casherickys as craueeys ooilley laghyn nyn mea. Amen.","Grant, O Lord, to all of us here present, that our sins may be pardoned, and that we may receive the comforts of thy Holy Spirit to strengthen our faith, and to enable us to withstand sin and temptation; and that we may take a due care to [132] walk before Thee in holiness and righteousness all the days of our life. Amen.",
,,
,,
"Paart dy phadjeryn crauee dy ve jeant ymmyd jeu choud as ta feallagh elley goaill yn chreestiaght, ny ec traa erbee elley er y laa, lurg dhyt v’er ghoail yn Sacrament casherick.","Some pious Meditations which may be used whilst others are communicating, or at any time in the day after you have received the Holy Sacrament.",
"BANNEE yn Chiarn, Om’annym [sic: O m’annym]: as ooilley ny ta cheu-sthie jee’m bannee e ennym casherick.","Praise the Lord, O my Soul, and all that is within me praise his Holy Name.",
"Bannee yn Chiarn, Om’annym [sic: O m’annym]: as ny jarrood ooilley e hoyrtyssyn. Ta leih ooilley dty pheccah: as slaanaghey ooilley dty ghoghanyn.","Praise the Lord, O my Soul, and forget not all his benefits; who forgiveth thy sins, and healeth all thy infirmities: ",
Ta sauail dty vioys veih toyrt mow: as dy dty choamrey lesh myghin as kenjallys graihagh.,"Who saveth thy life from destruction, and crowneth thee with mercy and loving kindness.",
"Bannit dy row Jee Ayr nyn Jiarn Yeesey Creest, son e ghioot er-skyn insh, ny hrooid ta kionnaghey reesht ain liorish e uill, dy jarroo leih nyn Beccaghyn.","Blessed be God, the Father of our Lord Jesus Christ, for his unspeakable gift, in whom we have Redemption through his blood, even the forgiveness of our sins.",
"Eshyn nagh ren e Vac hene y haghney, agh livrey eh eh seose er nyn son ooilley, kys nagh der eshyn dooin myrgeddin dy-arryltagh mârishyn dy chooilley nhee? cre woad smoo ver yn Spyrryd Noo dauesyn ta jannoo aghin huggey?","He who spared not his own Son, but delivered him up for us all, will He not with Him also freely give us all things? How much more will He give his Holy Spirit to them that ask it?",
